 written on 12Oct2023 at 13:43:00
          27
          37
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1
   -3   -2    0    1    1    0.000000    0.000000
   -3   -2    0    2    1    0.000000    0.000000
   -3   -2    0    3    1    0.000000    0.000000
   -3   -2    0    4    1    0.000000    0.000000
   -3   -2    0    5    1    0.000000    0.000000
   -3   -2    0    6    1    0.000000    0.000000
   -3   -2    0    7    1    0.000000    0.000000
   -3   -2    0    8    1    0.000000    0.000000
   -3   -2    0    9    1    0.000000    0.000000
   -3   -2    0   10    1    0.000000    0.000000
   -3   -2    0   11    1    0.000000    0.000000
   -3   -2    0   12    1    0.000000    0.000000
   -3   -2    0   13    1    0.000000    0.000000
   -3   -2    0   14    1    0.000000    0.000000
   -3   -2    0   15    1    0.000000    0.000000
   -3   -2    0   16    1    0.000000    0.000000
   -3   -2    0   17    1    0.000000    0.000000
   -3   -2    0   18    1    0.000000    0.000000
   -3   -2    0   19    1    0.000000    0.000000
   -3   -2    0   20    1    0.000000    0.000000
   -3   -2    0   21    1    0.000000    0.000000
   -3   -2    0   22    1    0.000000    0.000000
   -3   -2    0   23    1    0.000000    0.000000
   -3   -2    0   24    1    0.000000    0.000000
   -3   -2    0   25    1    0.000000    0.000000
   -3   -2    0   26    1    0.000000    0.000000
   -3   -2    0   27    1    0.000000    0.000000
   -3   -2    0    1    2    0.000000    0.000000
   -3   -2    0    2    2    0.000000    0.000000
   -3   -2    0    3    2    0.000000    0.000000
   -3   -2    0    4    2    0.000000    0.000000
   -3   -2    0    5    2    0.000000    0.000000
   -3   -2    0    6    2    0.000000    0.000000
   -3   -2    0    7    2    0.000000    0.000000
   -3   -2    0    8    2    0.000000    0.000000
   -3   -2    0    9    2    0.000000    0.000000
   -3   -2    0   10    2    0.000000    0.000000
   -3   -2    0   11    2    0.000000    0.000000
   -3   -2    0   12    2    0.000000    0.000000
   -3   -2    0   13    2    0.000000    0.000000
   -3   -2    0   14    2    0.000000    0.000000
   -3   -2    0   15    2    0.000000    0.000000
   -3   -2    0   16    2    0.000000    0.000000
   -3   -2    0   17    2    0.000000    0.000000
   -3   -2    0   18    2    0.000000    0.000000
